MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5,Category
312,312,312,23/03/2004 17:00,312,3.0,276,13.8,176,122,13.6,54.6,0.8465,23,3,2004,17,1225,1111,818,1719,1013,Mid
313,313,313,23/03/2004 18:00,313,1.9,151,9.3,107,97,13.7,49.5,0.7695,23,3,2004,18,1065,953,962,1514,790,Mid
314,314,314,23/03/2004 19:00,314,2.7,236,13.0,131,112,11.7,57.1,0.7822,23,3,2004,19,1236,1084,854,1688,1059,Mid
315,315,315,23/03/2004 20:00,315,3.3,220,14.3,166,128,11.5,58.2,0.7867,23,3,2004,20,1309,1126,812,1722,1205,Mid
316,316,316,23/03/2004 21:00,316,1.7,87,7.6,89,101,12.6,54.2,0.7881,23,3,2004,21,1089,884,1006,1487,975,Mid
317,317,317,23/03/2004 22:00,317,1.3,81,5.3,81,96,12.0,54.9,0.7664,23,3,2004,22,1000,776,1141,1375,896,Mid
318,318,318,23/03/2004 23:00,318,1.3,74,5.4,78,86,11.0,61.4,0.8057,23,3,2004,23,1041,782,1105,1425,911,Mid
319,319,319,24/03/2004 0:00,319,1.2,55,4.9,70,85,11.1,62.2,0.8199,24,3,2004,0,1045,756,1137,1411,902,Mid
320,320,320,24/03/2004 1:00,320,1.1,74,4.6,76,79,10.8,62.5,0.8082,24,3,2004,1,997,744,1151,1405,832,Mid
321,321,321,24/03/2004 2:00,321,0.9,35,2.7,43,61,11.3,60.0,0.8025,24,3,2004,2,948,634,1320,1326,715,Mid
324,324,324,24/03/2004 5:00,324,0.6,20,1.2,34,54,10.9,58.6,0.7628,24,3,2004,5,892,522,1572,1255,648,Mid
325,325,325,24/03/2004 6:00,325,0.8,32,1.7,43,57,10.8,57.2,0.7382,24,3,2004,6,954,561,1496,1255,612,Mid
326,326,326,24/03/2004 7:00,326,1.2,84,4.8,79,75,10.4,59.2,0.7455,24,3,2004,7,1045,751,1186,1403,800,Mid
327,327,327,24/03/2004 8:00,327,3.1,245,13.8,174,97,11.0,57.3,0.7501,24,3,2004,8,1383,1109,832,1706,1173,Mid
328,328,328,24/03/2004 9:00,328,4.4,553,23.7,235,110,11.2,56.9,0.7565,24,3,2004,9,1597,1395,652,2080,1519,Mid
329,329,329,24/03/2004 10:00,329,3.4,450,14.2,218,113,12.1,54.9,0.7734,24,3,2004,10,1318,1124,762,1770,1287,Mid
330,330,330,24/03/2004 11:00,330,1.7,118,8.0,136,88,15.1,44.3,0.7535,24,3,2004,11,1138,898,950,1505,966,Mid
331,331,331,24/03/2004 12:00,331,1.5,118,6.7,117,85,15.6,40.6,0.7146,24,3,2004,12,1098,842,1012,1440,828,Mid
332,332,332,24/03/2004 13:00,332,1.7,144,8.7,119,96,16.9,34.6,0.6597,24,3,2004,13,1118,927,959,1477,825,Mid
333,333,333,24/03/2004 14:00,333,2.2,159,10.8,126,106,16.6,35.6,0.6697,24,3,2004,14,1170,1009,879,1566,872,Mid
335,335,335,24/03/2004 16:00,335,2.7,230,11.4,197,126,9.6,81.1,0.972,24,3,2004,16,1390,1028,829,1730,1002,Low
336,336,336,24/03/2004 17:00,336,2.8,320,13.4,195,130,11.7,69.1,0.9497,24,3,2004,17,1353,1096,774,1783,1159,Mid
337,337,337,24/03/2004 18:00,337,2.7,263,12.0,156,111,10.7,68.5,0.8794,24,3,2004,18,1260,1050,828,1722,979,Mid
338,338,338,24/03/2004 19:00,338,4.5,556,20.2,247,134,10.7,67.3,0.8643,24,3,2004,19,1501,1302,681,2008,1311,Mid
339,339,339,24/03/2004 20:00,339,3.5,458,14.4,190,136,10.8,65.7,0.8486,24,3,2004,20,1273,1130,795,1744,1071,Mid
340,340,340,24/03/2004 21:00,340,2.6,214,9.4,169,125,10.3,66.3,0.8336,24,3,2004,21,1179,955,928,1571,899,Mid
341,341,341,24/03/2004 22:00,341,1.7,97,5.9,118,108,10.1,66.9,0.8248,24,3,2004,22,1047,809,1064,1435,766,Mid
342,342,342,24/03/2004 23:00,342,1.3,79,4.5,81,87,10.4,61.1,0.7717,24,3,2004,23,973,739,1186,1354,589,Mid
343,343,343,25/03/2004 0:00,343,1.3,81,4.5,80,89,10.3,59.9,0.7516,25,3,2004,0,997,737,1168,1341,631,Mid
344,344,344,25/03/2004 1:00,344,1.0,52,2.5,42,58,11.0,58.4,0.7686,25,3,2004,1,970,621,1400,1249,479,Mid
345,345,345,25/03/2004 2:00,345,0.7,38,1.8,38,54,9.1,68.1,0.789,25,3,2004,2,902,568,1450,1253,479,Low
347,347,347,25/03/2004 4:00,347,0.5,29,0.9,18,28,9.3,72.3,0.8496,25,3,2004,4,858,490,1707,1212,378,Low
348,348,348,25/03/2004 5:00,348,0.5,21,0.6,12,20,9.9,66.8,0.8152,25,3,2004,5,878,457,1935,1158,344,Low
349,349,349,25/03/2004 6:00,349,0.6,46,1.4,43,51,7.6,83.2,0.8695,25,3,2004,6,893,540,1604,1268,413,Low
350,350,350,25/03/2004 7:00,350,1.1,55,3.8,84,82,8.1,79.0,0.8544,25,3,2004,7,1038,697,1260,1383,605,Low
351,351,351,25/03/2004 8:00,351,2.7,271,11.6,184,112,8.7,74.6,0.8429,25,3,2004,8,1320,1035,902,1721,991,Low
352,352,352,25/03/2004 9:00,352,3.5,434,17.8,202,119,8.6,75.1,0.8415,25,3,2004,9,1353,1235,740,1937,1175,Low
353,353,353,25/03/2004 10:00,353,2.3,300,8.8,133,99,9.7,69.7,0.8389,25,3,2004,10,1133,933,969,1552,923,Low
354,354,354,25/03/2004 11:00,354,1.6,116,6.8,130,98,11.0,64.4,0.8447,25,3,2004,11,1066,849,1039,1468,829,Mid
355,355,355,25/03/2004 12:00,355,1.3,95,5.9,106,88,13.6,53.0,0.8209,25,3,2004,12,1027,809,1081,1442,733,Mid
356,356,356,25/03/2004 13:00,356,2.0,211,8.9,132,96,14.2,48.4,0.778,25,3,2004,13,1106,935,958,1570,819,Mid
357,357,357,25/03/2004 14:00,357,1.9,168,8.2,106,81,14.2,46.3,0.7438,25,3,2004,14,1038,907,976,1492,723,Mid
358,358,358,25/03/2004 15:00,358,1.9,154,8.6,125,92,16.0,41.3,0.7462,25,3,2004,15,1084,924,986,1501,786,Mid
359,359,359,25/03/2004 16:00,359,2.2,267,10.1,138,105,17.7,35.4,0.7094,25,3,2004,16,1105,982,939,1545,850,Mid
360,360,360,25/03/2004 17:00,360,2.0,143,9.4,120,88,17.1,37.4,0.7225,25,3,2004,17,1102,957,968,1527,820,Mid
361,361,361,25/03/2004 18:00,361,2.9,374,14.6,158,103,14.9,40.5,0.6835,25,3,2004,18,1240,1137,836,1748,991,Mid
362,362,362,25/03/2004 19:00,362,5.2,797,24.6,253,141,13.4,47.8,0.7293,25,3,2004,19,1443,1418,666,2060,1454,Mid
363,363,363,25/03/2004 20:00,363,4.6,698,21.6,231,133,12.6,52.5,0.7642,25,3,2004,20,1389,1341,692,1982,1488,Mid
364,364,364,25/03/2004 21:00,364,2.5,234,10.3,150,119,12.2,53.2,0.7555,25,3,2004,21,1183,989,904,1539,1205,Mid
365,365,365,25/03/2004 22:00,365,1.5,104,5.7,99,106,10.6,56.1,0.714,25,3,2004,22,1014,798,1083,1376,909,Mid
366,366,366,25/03/2004 23:00,366,1.2,67,4.5,75,92,9.9,59.5,0.7276,25,3,2004,23,979,736,1154,1324,769,Low
367,367,367,26/03/2004 0:00,367,1.7,88,5.5,93,97,9.6,61.1,0.7323,26,3,2004,0,1048,787,1098,1373,835,Low
368,368,368,26/03/2004 1:00,368,1.4,79,4.8,79,91,9.7,61.6,0.7425,26,3,2004,1,1024,753,1131,1357,793,Low
369,369,369,26/03/2004 2:00,369,1.2,61,3.6,67,83,9.4,62.6,0.7398,26,3,2004,2,974,690,1208,1313,733,Low
371,371,371,26/03/2004 4:00,371,0.7,40,2.2,45,59,8.0,69.4,0.7459,26,3,2004,4,925,602,1398,1263,562,Low
372,372,372,26/03/2004 5:00,372,0.8,52,3.0,72,73,7.7,72.4,0.7655,26,3,2004,5,952,654,1210,1312,832,Low
373,373,373,26/03/2004 6:00,373,0.9,64,4.0,103,78,8.0,71.8,0.7711,26,3,2004,6,1005,713,1130,1363,924,Low
374,374,374,26/03/2004 7:00,374,1.6,88,6.7,132,90,8.5,66.3,0.7375,26,3,2004,7,1122,842,1015,1438,974,Low
375,375,375,26/03/2004 8:00,375,3.4,375,16.7,239,110,9.8,59.6,0.7214,26,3,2004,8,1351,1201,783,1828,1307,Low
376,376,376,26/03/2004 9:00,376,3.8,592,19.3,275,114,11.2,57.0,0.7544,26,3,2004,9,1408,1278,682,1928,1481,Mid
377,377,377,26/03/2004 10:00,377,3.1,357,14.8,232,119,14.8,44.1,0.7407,26,3,2004,10,1304,1142,772,1747,1405,Mid
378,378,378,26/03/2004 11:00,378,2.7,296,13.4,180,121,16.8,35.3,0.6729,26,3,2004,11,1207,1098,826,1664,1195,Mid
379,379,379,26/03/2004 12:00,379,2.0,181,11.0,112,97,19.2,27.1,0.5976,26,3,2004,12,1099,1014,948,1503,868,Mid
380,380,380,26/03/2004 13:00,380,2.3,211,12.5,116,99,19.1,26.2,0.5741,26,3,2004,13,1106,1068,915,1535,874,Mid
381,381,381,26/03/2004 14:00,381,1.9,199,8.4,103,85,16.3,30.8,0.5683,26,3,2004,14,1009,916,1015,1391,738,Mid
382,382,382,26/03/2004 15:00,382,1.3,81,5.3,89,75,14.2,36.8,0.5922,26,3,2004,15,962,776,1152,1279,550,Mid
383,383,383,26/03/2004 16:00,383,1.9,143,8.8,112,87,13.4,41.0,0.6292,26,3,2004,16,1093,933,976,1454,777,Mid
384,384,384,26/03/2004 17:00,384,2.3,247,11.2,127,102,14.2,43.3,0.6982,26,3,2004,17,1180,1023,886,1588,966,Mid
385,385,385,26/03/2004 18:00,385,2.4,239,11.6,125,105,12.1,45.6,0.6403,26,3,2004,18,1168,1037,868,1580,990,Mid
386,386,386,26/03/2004 19:00,386,2.7,267,12.4,120,98,10.4,48.0,0.6046,26,3,2004,19,1168,1063,876,1540,944,Mid
387,387,387,26/03/2004 20:00,387,2.6,261,10.6,120,93,10.0,51.1,0.628,26,3,2004,20,1140,1000,916,1490,962,Mid
388,388,388,26/03/2004 21:00,388,1.5,97,6.0,99,91,9.8,50.8,0.6172,26,3,2004,21,1001,811,1097,1308,778,Low
389,389,389,26/03/2004 22:00,389,1.2,66,4.6,79,85,9.7,50.4,0.6063,26,3,2004,22,953,743,1185,1252,690,Low
390,390,390,26/03/2004 23:00,390,1.1,60,4.1,66,74,9.9,50.2,0.6103,26,3,2004,23,972,715,1237,1258,644,Low
391,391,391,27/03/2004 0:00,391,1.5,77,5.2,94,87,9.4,53.4,0.63,27,3,2004,0,1021,776,1144,1307,753,Low
392,392,392,27/03/2004 1:00,392,1.0,57,3.2,70,79,8.6,57.8,0.6488,27,3,2004,1,940,664,1290,1232,646,Low
393,393,393,27/03/2004 2:00,393,1.2,65,4.5,75,78,8.1,62.1,0.6746,27,3,2004,2,1046,736,1142,1312,838,Low
396,396,396,27/03/2004 5:00,396,0.8,27,1.9,32,48,8.2,58.9,0.6444,27,3,2004,5,915,578,1417,1212,665,Low
397,397,397,27/03/2004 6:00,397,0.9,25,2.4,54,59,6.3,66.6,0.641,27,3,2004,6,935,615,1373,1250,717,Low
398,398,398,27/03/2004 7:00,398,1.1,42,3.3,68,65,7.2,62.9,0.6396,27,3,2004,7,976,669,1270,1266,795,Low
399,399,399,27/03/2004 8:00,399,1.5,78,6.7,98,71,7.2,63.9,0.65,27,3,2004,8,1124,842,1050,1418,936,Low
400,400,400,27/03/2004 9:00,400,1.8,128,8.5,128,84,11.1,50.5,0.6654,27,3,2004,9,1163,919,922,1530,1076,Mid
401,401,401,27/03/2004 10:00,401,2.1,184,9.7,129,93,15.5,36.1,0.6313,27,3,2004,10,1167,966,942,1520,1016,Mid
402,402,402,27/03/2004 11:00,402,2.1,156,9.4,130,99,17.8,29.2,0.592,27,3,2004,11,1121,955,992,1451,834,Mid
403,403,403,27/03/2004 12:00,403,1.9,176,9.0,111,93,17.6,30.1,0.6013,27,3,2004,12,1071,940,994,1449,756,Mid
404,404,404,27/03/2004 13:00,404,2.1,232,10.0,106,96,19.1,26.8,0.5861,27,3,2004,13,1065,979,950,1467,766,Mid
405,405,405,27/03/2004 14:00,405,2.5,305,12.6,137,114,17.7,28.6,0.5735,27,3,2004,14,1157,1072,888,1596,905,Mid
406,406,406,27/03/2004 15:00,406,1.9,150,7.6,113,101,17.8,28.4,0.5737,27,3,2004,15,1046,883,1051,1357,765,Mid
407,407,407,27/03/2004 16:00,407,2.2,188,11.8,122,108,18.7,26.0,0.5555,27,3,2004,16,1147,1042,934,1538,830,Mid
408,408,408,27/03/2004 17:00,408,2.3,221,11.2,137,117,17.1,31.3,0.6038,27,3,2004,17,1119,1022,916,1508,853,Mid
409,409,409,27/03/2004 18:00,409,2.7,219,12.4,165,125,15.8,36.1,0.644,27,3,2004,18,1210,1062,886,1586,981,Mid
410,410,410,27/03/2004 19:00,410,3.0,306,12.9,196,133,14.7,40.1,0.6657,27,3,2004,19,1306,1079,827,1621,1286,Mid
411,411,411,27/03/2004 20:00,411,2.8,270,12.2,174,119,13.6,44.9,0.6991,27,3,2004,20,1258,1057,841,1633,1244,Mid
412,412,412,27/03/2004 21:00,412,2.2,231,8.8,140,107,12.5,48.1,0.6946,27,3,2004,21,1148,930,948,1475,1056,Mid
413,413,413,27/03/2004 22:00,413,1.6,125,6.8,102,96,11.8,50.8,0.7042,27,3,2004,22,1108,848,1023,1421,1003,Mid
414,414,414,27/03/2004 23:00,414,2.1,122,8.6,130,105,10.9,56.1,0.7326,27,3,2004,23,1231,924,906,1483,1245,Mid
415,415,415,28/03/2004 0:00,415,2.3,161,8.9,121,102,10.9,55.9,0.7277,28,3,2004,0,1293,937,930,1464,1200,Mid
416,416,416,28/03/2004 1:00,416,2.3,101,8.3,111,97,10.3,58.1,0.7278,28,3,2004,1,1274,912,939,1451,1188,Mid
417,417,417,28/03/2004 2:00,417,1.7,95,6.3,87,79,9.3,62.2,0.7294,28,3,2004,2,1135,827,1013,1395,1070,Low
419,419,419,28/03/2004 4:00,419,1.3,96,5.1,77,69,8.3,64.9,0.7124,28,3,2004,4,1010,769,1110,1396,895,Low
420,420,420,28/03/2004 5:00,420,0.8,54,2.6,39,52,9.6,58.5,0.7,28,3,2004,5,870,626,1325,1284,755,Low
421,421,421,28/03/2004 6:00,421,1.1,63,3.6,77,62,7.7,66.4,0.699,28,3,2004,6,983,688,1251,1342,806,Low
422,422,422,28/03/2004 7:00,422,1.4,72,3.6,91,69,7.4,68.0,0.7043,28,3,2004,7,995,691,1219,1321,836,Low
423,423,423,28/03/2004 8:00,423,1.3,91,4.7,105,75,9.7,58.6,0.7035,28,3,2004,8,1024,747,1136,1382,897,Low
424,424,424,28/03/2004 9:00,424,1.9,127,7.5,133,83,12.5,50.1,0.7242,28,3,2004,9,1163,880,959,1486,1073,Mid
425,425,425,28/03/2004 10:00,425,2.3,193,9.0,128,94,16.8,36.9,0.7018,28,3,2004,10,1218,938,918,1501,1088,Mid
426,426,426,28/03/2004 11:00,426,2.3,188,9.5,126,96,19.2,31.3,0.6887,28,3,2004,11,1210,958,933,1514,1036,Mid
427,427,427,28/03/2004 12:00,427,1.8,151,7.7,92,86,21.3,26.4,0.6607,28,3,2004,12,1114,887,1020,1438,768,High
428,428,428,28/03/2004 13:00,428,1.4,103,5.7,66,72,21.2,23.1,0.5768,28,3,2004,13,995,796,1159,1287,587,High
429,429,429,28/03/2004 14:00,429,1.0,55,3.8,50,53,18.6,25.0,0.5319,28,3,2004,14,927,700,1285,1189,452,Mid
430,430,430,28/03/2004 15:00,430,1.4,104,4.8,70,65,18.0,27.3,0.5594,28,3,2004,15,1002,754,1189,1260,470,Mid
431,431,431,28/03/2004 16:00,431,1.3,116,4.3,73,70,18.2,28.3,0.5848,28,3,2004,16,987,727,1213,1244,502,Mid
432,432,432,28/03/2004 17:00,432,1.3,93,4.1,77,75,17.0,31.4,0.6048,28,3,2004,17,993,714,1217,1238,516,Mid
433,433,433,28/03/2004 18:00,433,1.4,93,4.7,86,86,15.6,35.0,0.617,28,3,2004,18,1012,746,1174,1301,555,Mid
434,434,434,28/03/2004 19:00,434,1.9,155,6.2,93,94,14.1,40.2,0.6438,28,3,2004,19,1114,823,1068,1357,671,Mid
435,435,435,28/03/2004 20:00,435,1.8,115,5.5,105,103,13.4,43.2,0.6623,28,3,2004,20,1093,789,1102,1329,788,Mid
436,436,436,28/03/2004 21:00,436,1.1,75,3.3,67,81,12.3,46.8,0.6686,28,3,2004,21,968,669,1261,1246,538,Mid
437,437,437,28/03/2004 22:00,437,1.1,65,3.2,63,80,11.9,46.5,0.6449,28,3,2004,22,960,666,1266,1224,544,Mid
438,438,438,28/03/2004 23:00,438,1.1,57,2.9,63,77,11.5,46.6,0.6319,28,3,2004,23,942,648,1300,1204,500,Mid
439,439,439,29/03/2004 0:00,439,0.9,40,2.2,46,58,10.6,48.0,0.6135,29,3,2004,0,888,598,1396,1156,417,Mid
440,440,440,29/03/2004 1:00,440,0.6,27,1.3,21,31,10.7,45.8,0.5895,29,3,2004,1,818,524,1588,1071,341,Mid
441,441,441,29/03/2004 2:00,441,0.5,23,1.1,22,38,10.4,46.6,0.5901,29,3,2004,2,840,509,1643,1076,352,Mid
443,443,443,29/03/2004 4:00,443,0.6,21,1.2,39,59,11.3,46.9,0.628,29,3,2004,4,864,516,1496,1153,502,Mid
444,444,444,29/03/2004 5:00,444,0.7,33,1.7,55,70,10.1,51.2,0.6341,29,3,2004,5,898,559,1441,1180,648,Mid
445,445,445,29/03/2004 6:00,445,0.9,40,2.9,76,75,9.9,50.7,0.6167,29,3,2004,6,946,643,1309,1232,760,Low
446,446,446,29/03/2004 7:00,446,2.9,279,14.3,181,103,8.1,56.8,0.615,29,3,2004,7,1309,1125,844,1687,1183,Low
447,447,447,29/03/2004 8:00,447,4.1,743,19.7,259,134,10.9,44.1,0.5748,29,3,2004,8,1326,1289,714,1806,1431,Mid
448,448,448,29/03/2004 9:00,448,1.5,147,5.5,118,98,11.8,37.6,0.5184,29,3,2004,9,966,786,1111,1258,705,Mid
449,449,449,29/03/2004 10:00,449,1.5,97,5.6,119,97,13.9,33.2,0.5222,29,3,2004,10,975,793,1133,1254,637,Mid
450,450,450,29/03/2004 11:00,450,1.5,118,5.8,123,98,15.6,30.1,0.5285,29,3,2004,11,988,803,1105,1293,658,Mid
451,451,451,29/03/2004 12:00,451,1.4,91,5.5,92,78,16.5,29.0,0.5406,29,3,2004,12,971,786,1129,1272,546,Mid
452,452,452,29/03/2004 13:00,452,1.6,146,6.5,91,83,17.5,27.9,0.5517,29,3,2004,13,1010,833,1070,1332,561,Mid
453,453,453,29/03/2004 14:00,453,1.5,139,5.5,103,92,17.9,26.8,0.5446,29,3,2004,14,984,790,1131,1268,532,Mid
454,454,454,29/03/2004 15:00,454,1.4,155,5.2,102,81,18.2,26.1,0.5387,29,3,2004,15,962,776,1131,1247,535,Mid
455,455,455,29/03/2004 16:00,455,1.5,128,5.8,94,90,18.0,27.1,0.5522,29,3,2004,16,1012,801,1098,1289,525,Mid
456,456,456,29/03/2004 17:00,456,1.9,166,7.9,98,95,17.0,28.9,0.5558,29,3,2004,17,1058,896,996,1358,603,Mid
457,457,457,29/03/2004 18:00,457,2.5,299,10.2,126,114,16.1,31.3,0.568,29,3,2004,18,1173,985,905,1477,802,Mid
458,458,458,29/03/2004 19:00,458,2.1,163,8.2,108,106,14.5,35.4,0.5839,29,3,2004,19,1127,907,957,1404,796,Mid
459,459,459,29/03/2004 20:00,459,1.6,154,5.7,95,99,13.2,37.9,0.5733,29,3,2004,20,1020,797,1066,1302,689,Mid
460,460,460,29/03/2004 21:00,460,1.2,80,3.8,78,90,13.1,34.4,0.517,29,3,2004,21,949,700,1221,1178,553,Mid
461,461,461,29/03/2004 22:00,461,1.1,58,4.0,61,82,13.5,28.5,0.4405,29,3,2004,22,930,710,1278,1137,509,Mid
462,462,462,29/03/2004 23:00,462,1.0,55,2.8,55,74,12.4,31.9,0.4583,29,3,2004,23,900,643,1339,1089,455,Mid
463,463,463,30/03/2004 0:00,463,1.0,33,2.6,57,76,13.1,26.8,0.4023,30,3,2004,0,899,630,1418,1050,425,Mid
464,464,464,30/03/2004 1:00,464,0.7,33,1.8,41,66,11.6,33.6,0.4595,30,3,2004,1,866,569,1468,1055,436,Mid
465,465,465,30/03/2004 2:00,465,0.7,32,1.7,46,73,10.5,42.9,0.5442,30,3,2004,2,900,563,1402,1130,618,Mid
468,468,468,30/03/2004 5:00,468,0.7,26,2.3,52,71,12.9,33.9,0.5037,30,3,2004,5,956,605,1341,1117,691,Mid
469,469,469,30/03/2004 6:00,469,1.1,86,5.3,111,98,11.3,40.3,0.5376,30,3,2004,6,1054,779,1080,1266,1013,Mid
470,470,470,30/03/2004 7:00,470,2.6,294,13.4,191,115,11.9,38.4,0.5341,30,3,2004,7,1343,1096,839,1587,1311,Mid
471,471,471,30/03/2004 8:00,471,4.0,664,23.8,244,130,13.3,35.6,0.5416,30,3,2004,8,1584,1399,642,1947,1675,Mid
472,472,472,30/03/2004 9:00,472,4.2,695,21.5,283,150,16.3,28.8,0.5305,30,3,2004,9,1556,1337,674,1852,1689,Mid
473,473,473,30/03/2004 10:00,473,4.7,735,21.0,320,159,17.9,28.2,0.5741,30,3,2004,10,1565,1324,695,1872,1688,Mid
474,474,474,30/03/2004 11:00,474,3.9,649,18.4,249,146,18.3,26.6,0.5529,30,3,2004,11,1429,1251,734,1754,1548,Mid
475,475,475,30/03/2004 12:00,475,3.7,586,18.9,219,138,20.8,22.5,0.5463,30,3,2004,12,1419,1267,742,1763,1490,High
476,476,476,30/03/2004 13:00,476,3.4,546,17.1,200,128,22.4,20.0,0.5352,30,3,2004,13,1373,1213,791,1711,1354,High
477,477,477,30/03/2004 14:00,477,2.2,245,10.4,138,97,20.9,21.7,0.5295,30,3,2004,14,1185,992,942,1448,1014,High
478,478,478,30/03/2004 15:00,478,1.9,178,8.0,118,91,19.1,26.5,0.579,30,3,2004,15,1122,897,991,1372,831,Mid
479,479,479,30/03/2004 16:00,479,1.6,130,6.2,99,81,18.1,30.6,0.6295,30,3,2004,16,1085,820,1060,1325,699,Mid
480,480,480,30/03/2004 17:00,480,2.1,151,9.7,112,99,17.3,34.7,0.6788,30,3,2004,17,1249,968,874,1527,926,Mid
481,481,481,30/03/2004 18:00,481,2.2,272,9.6,117,101,15.8,40.4,0.7228,30,3,2004,18,1236,962,853,1532,928,Mid
482,482,482,30/03/2004 19:00,482,2.7,301,11.9,129,106,15.9,42.0,0.7541,30,3,2004,19,1334,1047,815,1638,1038,Mid
483,483,483,30/03/2004 20:00,483,2.4,237,8.7,132,102,15.9,43.5,0.779,30,3,2004,20,1264,928,884,1534,1035,Mid
484,484,484,30/03/2004 21:00,484,1.3,95,4.7,73,84,15.0,46.1,0.7833,30,3,2004,21,1073,746,1072,1360,789,Mid
485,485,485,30/03/2004 22:00,485,1.2,68,3.8,68,81,15.1,44.6,0.7574,30,3,2004,22,1053,701,1147,1323,692,Mid
486,486,486,30/03/2004 23:00,486,1.5,101,4.7,80,91,14.9,43.5,0.7302,30,3,2004,23,1098,747,1094,1360,764,Mid
487,487,487,31/03/2004 0:00,487,1.3,81,3.8,68,82,14.8,41.0,0.685,31,3,2004,0,1029,702,1180,1287,639,Mid
488,488,488,31/03/2004 1:00,488,1.0,50,2.7,44,64,14.8,40.8,0.6814,31,3,2004,1,973,631,1287,1240,541,Mid
489,489,489,31/03/2004 2:00,489,0.9,66,2.8,47,70,14.8,40.8,0.6834,31,3,2004,2,972,639,1222,1256,678,Mid
491,491,491,31/03/2004 4:00,491,0.5,18,0.8,15,26,14.5,36.1,0.5928,31,3,2004,4,851,477,1699,1064,343,Mid
492,492,492,31/03/2004 5:00,492,0.6,31,1.5,44,58,14.6,36.0,0.5947,31,3,2004,5,909,545,1473,1131,436,Mid
493,493,493,31/03/2004 6:00,493,1.0,57,3.5,85,93,14.4,38.5,0.6291,31,3,2004,6,1038,684,1220,1279,688,Mid
494,494,494,31/03/2004 7:00,494,3.1,342,15.6,207,110,13.8,58.2,0.9129,31,3,2004,7,1636,1168,721,1926,1438,Mid
495,495,495,31/03/2004 8:00,495,4.1,644,19.9,230,115,13.2,61.1,0.9256,31,3,2004,8,1580,1295,639,1957,1489,Mid
496,496,496,31/03/2004 9:00,496,2.2,216,8.6,181,125,10.4,74.4,0.9384,31,3,2004,9,1262,924,872,1576,1093,Mid
497,497,497,31/03/2004 10:00,497,1.7,117,6.5,144,118,11.5,71.0,0.9582,31,3,2004,10,1197,837,957,1498,965,Mid
498,498,498,31/03/2004 11:00,498,1.9,156,7.7,140,109,12.2,70.0,0.9924,31,3,2004,11,1277,886,902,1579,1004,Mid
499,499,499,31/03/2004 12:00,499,2.9,332,11.3,204,123,12.3,73.3,1.0442,31,3,2004,12,1430,1025,779,1772,1166,Mid
500,500,500,31/03/2004 13:00,500,2.2,232,9.1,149,114,11.3,78.1,1.0411,31,3,2004,13,1242,944,846,1638,991,Mid
501,501,501,31/03/2004 14:00,501,2.6,295,11.2,171,114,13.6,69.2,1.0746,31,3,2004,14,1349,1023,804,1748,1054,Mid
502,502,502,31/03/2004 15:00,502,3.1,386,13.5,195,119,14.9,59.3,0.9974,31,3,2004,15,1390,1100,755,1799,1192,Mid
503,503,503,31/03/2004 16:00,503,2.3,278,10.1,152,111,15.7,50.9,0.8997,31,3,2004,16,1224,980,850,1637,1055,Mid
504,504,504,31/03/2004 17:00,504,2.4,263,11.3,128,103,15.2,52.9,0.9087,31,3,2004,17,1253,1026,810,1681,1048,Mid
505,505,505,31/03/2004 18:00,505,2.8,322,11.8,121,103,15.5,50.8,0.8881,31,3,2004,18,1312,1041,821,1712,1073,Mid
506,506,506,31/03/2004 19:00,506,2.7,226,11.5,142,107,14.3,52.9,0.8581,31,3,2004,19,1254,1033,819,1669,1068,Mid
507,507,507,31/03/2004 20:00,507,2.3,221,9.3,131,105,13.2,56.0,0.8446,31,3,2004,20,1198,953,882,1588,1019,Mid
508,508,508,31/03/2004 21:00,508,1.5,109,5.5,81,91,12.6,57.0,0.8315,31,3,2004,21,1060,787,1044,1418,833,Mid
509,509,509,31/03/2004 22:00,509,1.4,105,5.1,60,79,12.3,57.8,0.8224,31,3,2004,22,1050,769,1078,1409,759,Mid
510,510,510,31/03/2004 23:00,510,1.2,84,4.8,57,79,12.0,58.4,0.8164,31,3,2004,23,1029,754,1098,1395,749,Mid
511,511,511,01/04/2004 0:00,511,1.6,106,6.3,96,86,12.0,61.6,0.8593,1,4,2004,0,1143,825,986,1477,978,Mid
512,512,512,01/04/2004 1:00,512,1.2,100,5.1,85,70,11.5,63.9,0.8652,1,4,2004,1,1044,770,1031,1425,944,Mid
513,513,513,01/04/2004 2:00,513,1.1,71,4.1,50,55,10.7,67.2,0.863,1,4,2004,2,1034,716,1085,1405,891,Mid
515,515,515,01/04/2004 4:00,515,0.7,44,2.4,57,49,10.2,66.6,0.8299,1,4,2004,4,909,615,1237,1322,790,Mid
516,516,516,01/04/2004 5:00,516,0.9,45,2.9,64,50,11.0,63.7,0.8325,1,4,2004,5,996,648,1176,1340,852,Mid
517,517,517,01/04/2004 6:00,517,1.7,134,7.4,153,67,9.6,68.8,0.8243,1,4,2004,6,1154,876,1002,1561,987,Low
